INCIDENT_AREA,VICTIM_AGE,CRIME,EXACT_LOCATION
Foothill,71,BURGLARY FROM VEHICLE,STREET
Olympic,56,INTIMATE PARTNER - SIMPLE ASSAULT,"VEHICLE, PASSENGER/TRUCK"
77th Street,0,VEHICLE - STOLEN,STREET
77th Street,37,THEFT OF IDENTITY,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Foothill,0,VEHICLE - STOLEN,STREET
Rampart,23,THEFT PLAIN - PETTY ($950 & UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Hollenbeck,40,BATTERY - SIMPLE ASSAULT,PARKING LOT
Pacific,39,THEFT PLAIN - PETTY ($950 & UNDER),OTHER RESIDENCE
West LA,31,BURGLARY FROM VEHICLE,GARAGE/CARPORT
Central,0,BURGLARY,OTHER BUSINESS
Hollywood,19,BATTERY WITH SEXUAL CONTACT,SINGLE FAMILY DWELLING
Southeast,0,THEFT PLAIN - PETTY ($950 & UNDER),MOTEL
Southeast,38,THEFT OF IDENTITY,SINGLE FAMILY DWELLING
Foothill,24,ROBBERY,RESTAURANT/FAST FOOD
Pacific,0,DRIVING WITHOUT OWNER CONSENT (DWOC),STREET
West LA,65,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",OTHER STORE
Van Nuys,0,VEHICLE - STOLEN,STREET
Hollywood,47,CRIMINAL THREATS - NO WEAPON DISPLAYED,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Wilshire,36,THEFT PLAIN - PETTY ($950 & UNDER),SINGLE FAMILY DWELLING
Wilshire,19,ROBBERY,STREET
Southeast,30,VANDALISM - MISDEAMEANOR ($399 OR UNDER),"VEHICLE, PASSENGER/TRUCK"
Southwest,48,BATTERY - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Pacific,27,"BUNCO, GRAND THEFT",STREET
Foothill,29,SHOPLIFTING - PETTY THEFT ($950 & UNDER),"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)"
Newton,0,VEHICLE - STOLEN,STREET
77th Street,0,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,POLICE FACILITY
Topanga,25,BURGLARY FROM VEHICLE,PARKING LOT
77th Street,0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",GAS STATION
Topanga,35,TRESPASSING,PARKING LOT
Harbor,59,BURGLARY,SINGLE FAMILY DWELLING
Newton,58,BATTERY WITH SEXUAL CONTACT,YARD (RESIDENTIAL/BUSINESS)
Northeast,0,BURGLARY,ELEMENTARY SCHOOL
Southeast,24,VIOLATION OF RESTRAINING ORDER,SINGLE FAMILY DWELLING
Devonshire,37,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",OTHER BUSINESS
Foothill,0,VEHICLE - STOLEN,STREET
Olympic,30,BURGLARY FROM VEHICLE,PARKING UNDERGROUND/BUILDING
Hollywood,0,VEHICLE - STOLEN,PARKING UNDERGROUND/BUILDING
Southwest,19,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),PARKING LOT
Wilshire,37,OTHER MISCELLANEOUS CRIME,SINGLE FAMILY DWELLING
Devonshire,40,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),DRIVEWAY
Southeast,55,INTIMATE PARTNER - SIMPLE ASSAULT,STREET
Hollywood,0,VEHICLE - STOLEN,STREET
77th Street,53,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",SINGLE FAMILY DWELLING
Devonshire,29,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),STREET
West LA,0,VEHICLE - STOLEN,STREET
Topanga,48,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET
Van Nuys,75,"BUNCO, GRAND THEFT","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
77th Street,0,RESISTING ARREST,SIDEWALK
Rampart,0,BURGLARY,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)"
Rampart,0,VEHICLE - STOLEN,STREET
Hollywood,0,BURGLARY,RESTAURANT/FAST FOOD
Southwest,0,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",OTHER BUSINESS
Southeast,34,INTIMATE PARTNER - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
77th Street,40,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK"
77th Street,25,ROBBERY,STREET
West LA,32,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Rampart,32,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK"
Harbor,55,BURGLARY,SINGLE FAMILY DWELLING
77th Street,0,VEHICLE - STOLEN,STREET
N Hollywood,22,INTIMATE PARTNER - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
77th Street,88,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",SINGLE FAMILY DWELLING
Northeast,15,"RAPE, FORCIBLE",SINGLE FAMILY DWELLING
Wilshire,0,FAILURE TO YIELD,STREET
Southwest,0,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,STREET
N Hollywood,23,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),STREET
Northeast,21,BATTERY - SIMPLE ASSAULT,SINGLE FAMILY DWELLING
Harbor,49,BURGLARY FROM VEHICLE,STREET
Harbor,0,VEHICLE - STOLEN,STREET
Newton,29,INTIMATE PARTNER - SIMPLE ASSAULT,PARKING LOT
N Hollywood,39,VANDALISM - MISDEAMEANOR ($399 OR UNDER),"VEHICLE, PASSENGER/TRUCK"
Rampart,27,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SIDEWALK
Newton,37,INTIMATE PARTNER - AGGRAVATED ASSAULT,STREET
Devonshire,0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),OTHER BUSINESS
Olympic,42,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",SINGLE FAMILY DWELLING
Pacific,25,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET
Newton,15,BATTERY - SIMPLE ASSAULT,STREET
Southwest,20,OTHER MISCELLANEOUS CRIME,STREET
Northeast,49,VANDALISM - MISDEAMEANOR ($399 OR UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Northeast,28,VEHICLE - ATTEMPT STOLEN,PARKING LOT
Van Nuys,0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET
West Valley,69,BATTERY - SIMPLE ASSAULT,SINGLE FAMILY DWELLING
Southwest,61,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK"
Central,31,THEFT PLAIN - PETTY ($950 & UNDER),"PORCH, RESIDENTIAL"
West Valley,37,BURGLARY,SINGLE FAMILY DWELLING
Foothill,38,BURGLARY FROM VEHICLE,STREET
Northeast,0,VEHICLE - STOLEN,STREET
Northeast,25,ROBBERY,STREET
Hollywood,33,THEFT OF IDENTITY,OTHER BUSINESS
Southwest,17,"RAPE, FORCIBLE",HIGH SCHOOL
Newton,0,BURGLARY,OTHER BUSINESS
Southwest,19,BURGLARY,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)
Wilshire,32,BATTERY - SIMPLE ASSAULT,PARKING UNDERGROUND/BUILDING
Foothill,45,CRIMINAL THREATS - NO WEAPON DISPLAYED,CONDOMINIUM/TOWNHOUSE
77th Street,0,VEHICLE - STOLEN,ALLEY
77th Street,29,THEFT OF IDENTITY,SINGLE FAMILY DWELLING
Southwest,37,BATTERY - SIMPLE ASSAULT,MTA - EXPO LINE - EXPO/LA BREA
Harbor,0,VEHICLE - STOLEN,STREET
Pacific,34,BATTERY - SIMPLE ASSAULT,SINGLE FAMILY DWELLING
Mission,29,THEFT OF IDENTITY,SIDEWALK
Hollenbeck,45,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET
Southwest,33,BURGLARY FROM VEHICLE,PARKING UNDERGROUND/BUILDING
77th Street,0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET
Rampart,26,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK"
Southeast,30,BATTERY - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Newton,38,BATTERY - SIMPLE ASSAULT,OTHER BUSINESS
Hollywood,45,BATTERY - SIMPLE ASSAULT,STREET
West LA,0,ROBBERY,GAS STATION
Pacific,50,INTIMATE PARTNER - SIMPLE ASSAULT,STREET
Northeast,0,VEHICLE - STOLEN,STREET
77th Street,22,ROBBERY,STREET
West LA,50,THEFT PLAIN - PETTY ($950 & UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Harbor,56,BURGLARY FROM VEHICLE,PARKING LOT
Olympic,38,INTIMATE PARTNER - AGGRAVATED ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Foothill,49,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",SINGLE FAMILY DWELLING
Mission,0,VEHICLE - STOLEN,STREET
Van Nuys,31,BATTERY - SIMPLE ASSAULT,VACANT LOT
Van Nuys,26,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),STREET
Southwest,38,BURGLARY,SINGLE FAMILY DWELLING
N Hollywood,56,THEFT PLAIN - PETTY ($950 & UNDER),SINGLE FAMILY DWELLING
N Hollywood,35,INTIMATE PARTNER - SIMPLE ASSAULT,SINGLE FAMILY DWELLING
Hollenbeck,50,THEFT PLAIN - PETTY ($950 & UNDER),OTHER BUSINESS
West LA,64,THEFT PLAIN - PETTY ($950 & UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Devonshire,20,THEFT OF IDENTITY,OTHER PREMISE
Hollywood,0,VEHICLE - STOLEN,STREET
Hollywood,63,VIOLATION OF COURT ORDER,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Newton,33,VIOLATION OF COURT ORDER,STREET
West LA,29,BURGLARY,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Central,48,BATTERY - SIMPLE ASSAULT,MTA BUS
Newton,41,BATTERY - SIMPLE ASSAULT,OTHER RESIDENCE
Foothill,24,CRIMINAL THREATS - NO WEAPON DISPLAYED,SINGLE FAMILY DWELLING
Hollenbeck,0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",PARK/PLAYGROUND
Northeast,40,BURGLARY,CONSTRUCTION SITE
77th Street,56,BURGLARY FROM VEHICLE,"VEHICLE, PASSENGER/TRUCK"
Wilshire,41,ROBBERY,BUS STOP
N Hollywood,0,VEHICLE - STOLEN,STREET
Topanga,30,INTIMATE PARTNER - SIMPLE ASSAULT,SINGLE FAMILY DWELLING
Harbor,0,VEHICLE - STOLEN,DRIVEWAY
Olympic,0,BURGLARY,DRUG STORE
Olympic,0,OTHER MISCELLANEOUS CRIME,STREET
Newton,54,ROBBERY,STREET
Mission,53,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK"
Newton,28,VIOLATION OF RESTRAINING ORDER,YARD (RESIDENTIAL/BUSINESS)
Hollenbeck,37,BATTERY - SIMPLE ASSAULT,SINGLE FAMILY DWELLING
Van Nuys,0,VEHICLE - STOLEN,PARKING LOT
Southwest,51,"BUNCO, GRAND THEFT",SINGLE FAMILY DWELLING
Olympic,70,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET
Van Nuys,0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Northeast,0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET
Central,47,BURGLARY FROM VEHICLE,GARAGE/CARPORT
Wilshire,28,VEHICLE - ATTEMPT STOLEN,STREET
Newton,45,INTIMATE PARTNER - SIMPLE ASSAULT,SINGLE FAMILY DWELLING
Northeast,54,VEHICLE - ATTEMPT STOLEN,STREET
West LA,0,VEHICLE - STOLEN,PARKING LOT
Pacific,53,INTIMATE PARTNER - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
N Hollywood,31,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STREET
Hollenbeck,46,INTIMATE PARTNER - SIMPLE ASSAULT,OTHER RESIDENCE
West LA,48,THEFT PLAIN - PETTY ($950 & UNDER),"PORCH, RESIDENTIAL"
Foothill,56,VANDALISM - MISDEAMEANOR ($399 OR UNDER),STREET
Central,39,THEFT PLAIN - PETTY ($950 & UNDER),SIDEWALK
Pacific,0,VEHICLE - STOLEN,GARAGE/CARPORT
Van Nuys,34,ROBBERY,SIDEWALK
West LA,66,BURGLARY,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Hollenbeck,32,VANDALISM - MISDEAMEANOR ($399 OR UNDER),SINGLE FAMILY DWELLING
Wilshire,39,THEFT PLAIN - PETTY ($950 & UNDER),HOSPITAL
Southeast,0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),MARKET
West LA,0,VEHICLE - STOLEN,PARKING LOT
Southwest,0,VEHICLE - STOLEN,STREET
Hollywood,0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",OTHER BUSINESS
Southeast,16,BATTERY - SIMPLE ASSAULT,HIGH SCHOOL
N Hollywood,0,CONTEMPT OF COURT,STREET
Wilshire,29,ROBBERY,RESTAURANT/FAST FOOD
Central,51,INTIMATE PARTNER - SIMPLE ASSAULT,SIDEWALK
Southwest,19,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",OTHER BUSINESS
Rampart,0,VEHICLE - STOLEN,STREET
Topanga,23,BATTERY - SIMPLE ASSAULT,SINGLE FAMILY DWELLING
Harbor,58,BURGLARY FROM VEHICLE,STREET
Rampart,56,VANDALISM - MISDEAMEANOR ($399 OR UNDER),SIDEWALK
Newton,42,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),SIDEWALK
Central,56,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SIDEWALK
Central,38,VANDALISM - MISDEAMEANOR ($399 OR UNDER),"VEHICLE, PASSENGER/TRUCK"
Pacific,31,THEFT PLAIN - PETTY ($950 & UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Foothill,65,"RAPE, FORCIBLE",SINGLE FAMILY DWELLING
Olympic,54,VANDALISM - MISDEAMEANOR ($399 OR UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Central,36,THEFT PLAIN - PETTY ($950 & UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
West Valley,38,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),PARKING LOT
77th Street,0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET
Topanga,26,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",SINGLE FAMILY DWELLING
Pacific,37,THEFT PLAIN - PETTY ($950 & UNDER),SINGLE FAMILY DWELLING
Southwest,65,BURGLARY FROM VEHICLE,PARKING LOT
Devonshire,46,THEFT OF IDENTITY,SINGLE FAMILY DWELLING
Van Nuys,57,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",RESTAURANT/FAST FOOD
Hollenbeck,57,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",STREET
Topanga,23,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",MOTEL
Southwest,27,BIKE - STOLEN,SINGLE FAMILY DWELLING
Wilshire,36,VANDALISM - MISDEAMEANOR ($399 OR UNDER),OTHER BUSINESS
N Hollywood,44,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",VACANT LOT
West Valley,64,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Rampart,31,INTIMATE PARTNER - SIMPLE ASSAULT,HOSPITAL
Olympic,33,VANDALISM - MISDEAMEANOR ($399 OR UNDER),"VEHICLE, PASSENGER/TRUCK"
Harbor,41,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),PARKING UNDERGROUND/BUILDING
Southeast,0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),PARKING LOT
Olympic,60,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
West Valley,54,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",PARKING LOT
Foothill,73,BATTERY - SIMPLE ASSAULT,SINGLE FAMILY DWELLING
N Hollywood,27,OTHER MISCELLANEOUS CRIME,SINGLE FAMILY DWELLING
Wilshire,22,THEFT PLAIN - PETTY ($950 & UNDER),MAIL BOX
Wilshire,64,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",POOL-PUBLIC/OUTDOOR OR INDOOR*
Olympic,0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),HOTEL
Olympic,29,THEFT OF IDENTITY,AUTOMATED TELLER MACHINE (ATM)
Devonshire,78,THEFT OF IDENTITY,WEBSITE
Van Nuys,0,VEHICLE - STOLEN,STREET
Central,20,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SIDEWALK
77th Street,49,BATTERY WITH SEXUAL CONTACT,STREET
Southeast,27,EXTORTION,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Devonshire,0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),DEPARTMENT STORE
Devonshire,0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),GARAGE/CARPORT
77th Street,0,VIOLATION OF RESTRAINING ORDER,SINGLE FAMILY DWELLING
77th Street,33,THEFT OF IDENTITY,SINGLE FAMILY DWELLING
Devonshire,0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),OTHER BUSINESS
West Valley,65,BURGLARY,SINGLE FAMILY DWELLING
Southwest,21,ROBBERY,BUS STOP
Central,33,BURGLARY FROM VEHICLE,PARKING LOT
Van Nuys,25,SHOPLIFTING - PETTY THEFT ($950 & UNDER),MARKET
Southwest,19,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",GAS STATION
77th Street,69,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SIDEWALK
Central,33,OTHER ASSAULT,OTHER PREMISE
Southwest,21,ORAL COPULATION,SINGLE FAMILY DWELLING
West Valley,70,BURGLARY,SINGLE FAMILY DWELLING
Rampart,28,THEFT PLAIN - PETTY ($950 & UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Hollenbeck,66,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SINGLE FAMILY DWELLING
Van Nuys,27,DOCUMENT FORGERY / STOLEN FELONY,STREET
Wilshire,34,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET
West Valley,75,THEFT OF IDENTITY,SINGLE FAMILY DWELLING
N Hollywood,28,BIKE - STOLEN,GARAGE/CARPORT
Harbor,31,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK"
Harbor,0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),PARKING LOT
Northeast,26,CRIMINAL THREATS - NO WEAPON DISPLAYED,STREET
Rampart,25,"BUNCO, ATTEMPT","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
West Valley,19,INTIMATE PARTNER - AGGRAVATED ASSAULT,HOTEL
Topanga,54,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK"
Foothill,51,BATTERY - SIMPLE ASSAULT,HOTEL
Central,37,BIKE - STOLEN,SINGLE FAMILY DWELLING
Southwest,57,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SINGLE FAMILY DWELLING
Mission,24,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",LIQUOR STORE
Van Nuys,36,THEFT OF IDENTITY,SINGLE FAMILY DWELLING
Central,0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",OTHER BUSINESS
Northeast,31,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),PARKING LOT
Foothill,34,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SINGLE FAMILY DWELLING
Hollywood,26,BATTERY - SIMPLE ASSAULT,PARKING LOT
Southeast,53,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),DRIVEWAY
Northeast,0,VEHICLE - STOLEN,STREET
Van Nuys,75,"BUNCO, PETTY THEFT",SINGLE FAMILY DWELLING
Southwest,20,"RAPE, FORCIBLE",MOTEL
N Hollywood,0,VEHICLE - STOLEN,STREET
77th Street,29,BURGLARY FROM VEHICLE,PARKING LOT
Central,41,BURGLARY FROM VEHICLE,STREET
Rampart,0,BURGLARY,MINI-MART
Wilshire,51,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STREET
Hollenbeck,33,THEFT PLAIN - PETTY ($950 & UNDER),HOSPITAL
Harbor,0,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",OTHER BUSINESS
Southeast,0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET
Southeast,25,INTIMATE PARTNER - SIMPLE ASSAULT,SINGLE FAMILY DWELLING
Southwest,0,VEHICLE - STOLEN,STREET
Van Nuys,55,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STREET
Olympic,41,THEFT PLAIN - PETTY ($950 & UNDER),HEALTH SPA/GYM
Central,28,BURGLARY FROM VEHICLE,SIDEWALK
Pacific,0,THEFT PLAIN - PETTY ($950 & UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Hollywood,0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),PARKING UNDERGROUND/BUILDING
Harbor,25,BURGLARY,PUBLIC STORAGE
Hollenbeck,14,PEEPING TOM,OTHER RESIDENCE
Wilshire,0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),DRUG STORE
Northeast,66,BATTERY - SIMPLE ASSAULT,PARKING LOT
Hollywood,26,THEFT FROM MOTOR VEHICLE - ATTEMPT,STREET
Pacific,40,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",TRANSPORTATION FACILITY (AIRPORT)
Newton,42,VIOLATION OF COURT ORDER,SINGLE FAMILY DWELLING
Southwest,19,BURGLARY,RESTAURANT/FAST FOOD
Wilshire,0,VEHICLE - STOLEN,STREET
Southeast,29,THEFT PLAIN - PETTY ($950 & UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Southwest,0,VEHICLE - STOLEN,STREET
Van Nuys,36,PEEPING TOM,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Topanga,7,BATTERY WITH SEXUAL CONTACT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
77th Street,0,VEHICLE - STOLEN,PARKING LOT
Northeast,0,VEHICLE - STOLEN,PARKING LOT
Mission,45,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",PARKING LOT
Harbor,46,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET
Harbor,0,VEHICLE - STOLEN,STREET
Hollenbeck,39,THEFT PLAIN - PETTY ($950 & UNDER),SIDEWALK
Topanga,0,VEHICLE - STOLEN,PARKING LOT
Pacific,0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),GARAGE/CARPORT
Van Nuys,57,BURGLARY FROM VEHICLE,STREET
Topanga,54,BATTERY - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Hollenbeck,31,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STREET
77th Street,26,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STREET
Southeast,9,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,SINGLE FAMILY DWELLING
77th Street,51,ROBBERY,MINI-MART
Newton,0,VEHICLE - STOLEN,STREET
Southeast,31,BATTERY - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Foothill,42,BRANDISH WEAPON,OTHER BUSINESS
Hollenbeck,0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",STREET
77th Street,53,BATTERY - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
77th Street,39,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",DRIVEWAY
Harbor,46,VIOLATION OF COURT ORDER,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
77th Street,0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),"VEHICLE, PASSENGER/TRUCK"
Northeast,0,VEHICLE - STOLEN,STREET
Central,14,SHOPLIFTING - PETTY THEFT ($950 & UNDER),DEPARTMENT STORE
N Hollywood,45,THEFT OF IDENTITY,OTHER BUSINESS
Harbor,0,VEHICLE - STOLEN,STREET
Wilshire,0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),THE GROVE
Hollywood,0,RESISTING ARREST,STREET
Wilshire,48,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",OTHER BUSINESS
Pacific,28,OTHER MISCELLANEOUS CRIME,TRANSPORTATION FACILITY (AIRPORT)
Wilshire,35,CRIMINAL THREATS - NO WEAPON DISPLAYED,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
Newton,14,BATTERY - SIMPLE ASSAULT,STREET
Rampart,39,ATTEMPTED ROBBERY,STREET
West Valley,34,BRANDISH WEAPON,PARKING LOT
Southwest,41,ARSON,STREET
Hollenbeck,35,BURGLARY,PUBLIC STORAGE
Wilshire,33,BURGLARY FROM VEHICLE,PARKING LOT
Hollywood,0,VEHICLE - STOLEN,STREET
Foothill,54,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET
Northeast,13,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",SINGLE FAMILY DWELLING
Van Nuys,40,INTIMATE PARTNER - SIMPLE ASSAULT,PARKING LOT
Newton,48,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STREET
Northeast,71,BURGLARY FROM VEHICLE,STREET
Van Nuys,41,BURGLARY,PAWN SHOP
Van Nuys,72,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),PARKING LOT
West Valley,66,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),GAS STATION
Van Nuys,0,OTHER MISCELLANEOUS CRIME,STREET
